Node1,Node2,X0,Y0,Z0,X1,Y1,Z1
blasphemy.n.01,disrespect.n.01,-4.356303971509055,2.9598141081687066,6,-5.40842033383099,7.145587792291291,5
blasphemy.n.01,profanity.n.01,-4.356303971509055,2.9598141081687066,6,2.5212344501879977,2.3591555625462326,6
profanation.n.01,irreverence.n.02,-4.570823335897687,-1.4300807886283389,11,-1.7408823225267194,-1.653122723592696,10
